Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
16194,Exit long,2025-09-25 12:31,Exit,3741.28,3.33,12459.84435,-1.42,-0.01,1.42,0.01,-5.81,-0.05,2493.4,24.93
16194,Entry long,2025-09-25 12:22,Long,3741.695,3.33,12459.84435,-1.42,-0.01,1.42,0.01,-5.81,-0.05,2493.4,24.93
16195,Exit long,2025-09-25 12:43,Exit,3743.475,3.33,12459.11175,6.63,0.05,6.64,0.05,-2.23,-0.02,2500.02,25.00
16195,Entry long,2025-09-25 12:41,Long,3741.475,3.33,12459.11175,6.63,0.05,6.64,0.05,-2.23,-0.02,2500.02,25.00
16196,Exit long,2025-09-25 12:53,Exit,3744.045,3.33,12465.10575,2.53,0.02,2.86,0.02,-2.75,-0.02,2502.55,25.03
16196,Entry long,2025-09-25 12:51,Long,3743.275,3.33,12465.10575,2.53,0.02,2.86,0.02,-2.75,-0.02,2502.55,25.03
16197,Exit long,2025-09-25 13:03,Exit,3745.855,3.33,12465.0558,8.61,0.07,8.64,0.07,-0.02,0.00,2511.16,25.11
16197,Entry long,2025-09-25 13:01,Long,3743.26,3.33,12465.0558,8.61,0.07,8.64,0.07,-0.02,0.00,2511.16,25.11
16198,Exit long,2025-09-25 13:30,Exit,3752.42,3.33,12494.24325,1.28,0.01,2.95,0.02,-7.43,-0.06,2512.44,25.12
16198,Entry long,2025-09-25 13:23,Long,3752.025,3.33,12494.24325,1.28,0.01,2.95,0.02,-7.43,-0.06,2512.44,25.12
16199,Exit long,2025-09-25 13:43,Exit,3756.625,3.33,12505.69845,3.83,0.03,5.24,0.04,-2.36,-0.02,2516.27,25.16
16199,Entry long,2025-09-25 13:42,Long,3755.465,3.33,12505.69845,3.83,0.03,5.24,0.04,-2.36,-0.02,2516.27,25.16
16200,Exit long,2025-09-25 14:15,Exit,3753.965,3.32,12483.0008,-19.87,-0.16,1.79,0.01,-28.02,-0.22,2496.4,24.96
16200,Entry long,2025-09-25 13:55,Long,3759.94,3.32,12483.0008,-19.87,-0.16,1.79,0.01,-28.02,-0.22,2496.4,24.96
16201,Exit long,2025-09-25 14:19,Exit,3753.145,3.32,12458.964,1.44,0.01,1.54,0.01,-2.51,-0.02,2497.85,24.98
16201,Entry long,2025-09-25 14:17,Long,3752.7,3.32,12458.964,1.44,0.01,1.54,0.01,-2.51,-0.02,2497.85,24.98
16202,Exit long,2025-09-25 14:21,Exit,3754.355,3.33,12497.04045,4.93,0.04,5.68,0.05,-0.35,0.00,2502.78,25.03
16202,Entry long,2025-09-25 14:20,Long,3752.865,3.33,12497.04045,4.93,0.04,5.68,0.05,-0.35,0.00,2502.78,25.03
16203,Exit long,2025-09-25 14:32,Exit,3757.085,3.32,12470.6836,2.81,0.02,2.95,0.02,-1.84,-0.01,2505.58,25.06
16203,Entry long,2025-09-25 14:31,Long,3756.23,3.32,12470.6836,2.81,0.02,2.95,0.02,-1.84,-0.01,2505.58,25.06
16204,Exit long,2025-09-25 14:36,Exit,3756.52,3.33,12504.816,4.36,0.03,4.63,0.04,-3.46,-0.03,2509.94,25.10
16204,Entry long,2025-09-25 14:33,Long,3755.2,3.33,12504.816,4.36,0.03,4.63,0.04,-3.46,-0.03,2509.94,25.10
16205,Exit long,2025-09-25 14:41,Exit,3756.18,3.33,12506.5143,1.53,0.01,2.65,0.02,-3.65,-0.03,2511.48,25.11
16205,Entry long,2025-09-25 14:40,Long,3755.71,3.33,12506.5143,1.53,0.01,2.65,0.02,-3.65,-0.03,2511.48,25.11
16206,Exit long,2025-09-25 15:05,Exit,3752.69,3.33,12506.9472,-10.52,-0.08,2.03,0.02,-17.92,-0.14,2500.95,25.01
16206,Entry long,2025-09-25 14:46,Long,3755.84,3.33,12506.9472,-10.52,-0.08,2.03,0.02,-17.92,-0.14,2500.95,25.01
16207,Exit long,2025-09-25 15:32,Exit,3757.64,3.32,12478.3694,-3.04,-0.02,0.65,0.01,-10.67,-0.09,2497.91,24.98
16207,Entry long,2025-09-25 15:24,Long,3758.545,3.32,12478.3694,-3.04,-0.02,0.65,0.01,-10.67,-0.09,2497.91,24.98
16208,Exit long,2025-09-25 15:40,Exit,3757.445,3.32,12470.999,3.69,0.03,3.98,0.03,-0.03,0.00,2501.6,25.02
16208,Entry long,2025-09-25 15:38,Long,3756.325,3.32,12470.999,3.69,0.03,3.98,0.03,-0.03,0.00,2501.6,25.02
16209,Exit long,2025-09-25 15:46,Exit,3756.815,3.32,12472.493,0.1,0.00,1.39,0.01,-1.83,-0.01,2501.7,25.02
16209,Entry long,2025-09-25 15:41,Long,3756.775,3.32,12472.493,0.1,0.00,1.39,0.01,-1.83,-0.01,2501.7,25.02
16210,Exit long,2025-09-25 15:53,Exit,3756.925,3.32,12471.2314,1.73,0.01,2.29,0.02,-1.69,-0.01,2503.43,25.03
16210,Entry long,2025-09-25 15:48,Long,3756.395,3.32,12471.2314,1.73,0.01,2.29,0.02,-1.69,-0.01,2503.43,25.03
16211,Exit long,2025-09-25 16:06,Exit,3757.56,3.32,12473.6052,1.46,0.01,2.32,0.02,-3.45,-0.03,2504.89,25.05
16211,Entry long,2025-09-25 15:59,Long,3757.11,3.32,12473.6052,1.46,0.01,2.32,0.02,-3.45,-0.03,2504.89,25.05
16212,Exit long,2025-09-25 16:16,Exit,3757.37,3.32,12473.5388,0.9,0.01,2.14,0.02,-4.68,-0.04,2505.78,25.06
16212,Entry long,2025-09-25 16:11,Long,3757.09,3.32,12473.5388,0.9,0.01,2.14,0.02,-4.68,-0.04,2505.78,25.06
16213,Exit long,2025-09-25 16:47,Exit,3745.395,3.32,12479.9464,-45.27,-0.36,1.63,0.01,-59.08,-0.47,2460.52,24.61
16213,Entry long,2025-09-25 16:24,Long,3759.02,3.32,12479.9464,-45.27,-0.36,1.63,0.01,-59.08,-0.47,2460.52,24.61
16214,Exit long,2025-09-25 21:24,Exit,3734.505,3.33,12435.9849,-0.12,0.00,1.83,0.01,-4.91,-0.04,2460.4,24.60
16214,Entry long,2025-09-25 21:17,Long,3734.53,3.33,12435.9849,-0.12,0.00,1.83,0.01,-4.91,-0.04,2460.4,24.60
16215,Exit long,2025-09-25 21:27,Exit,3734.705,3.33,12434.26995,2.26,0.02,2.98,0.02,-1.73,-0.01,2462.66,24.63
16215,Entry long,2025-09-25 21:25,Long,3734.015,3.33,12434.26995,2.26,0.02,2.98,0.02,-1.73,-0.01,2462.66,24.63
16216,Exit long,2025-09-25 22:00,Exit,3737.61,3.33,12456.0648,-9.86,-0.08,0.83,0.01,-17.58,-0.14,2452.81,24.53
16216,Entry long,2025-09-25 21:47,Long,3740.56,3.33,12456.0648,-9.86,-0.08,0.83,0.01,-17.58,-0.14,2452.81,24.53
16217,Exit long,2025-09-25 22:03,Exit,3736.695,3.33,12440.5137,2.65,0.02,3.6,0.03,-1.07,-0.01,2455.45,24.55
16217,Entry long,2025-09-25 22:01,Long,3735.89,3.33,12440.5137,2.65,0.02,3.6,0.03,-1.07,-0.01,2455.45,24.55
16218,Exit long,2025-09-25 22:09,Exit,3736.625,3.33,12441.1797,1.75,0.01,2.03,0.02,-5.01,-0.04,2457.2,24.57
16218,Entry long,2025-09-25 22:04,Long,3736.09,3.33,12441.1797,1.75,0.01,2.03,0.02,-5.01,-0.04,2457.2,24.57
16219,Exit long,2025-09-25 22:23,Exit,3734.77,3.33,12438.03285,-1.28,-0.01,1.45,0.01,-8.51,-0.07,2455.92,24.56
16219,Entry long,2025-09-25 22:15,Long,3735.145,3.33,12438.03285,-1.28,-0.01,1.45,0.01,-8.51,-0.07,2455.92,24.56
16220,Exit long,2025-09-25 22:27,Exit,3734.48,3.33,12433.97025,1.81,0.01,1.88,0.02,-0.28,0.00,2457.73,24.58
16220,Entry long,2025-09-25 22:26,Long,3733.925,3.33,12433.97025,1.81,0.01,1.88,0.02,-0.28,0.00,2457.73,24.58
16221,Exit long,2025-09-25 22:31,Exit,3734.645,3.33,12432.47175,3.86,0.03,3.88,0.03,-0.6,0.00,2461.6,24.62
16221,Entry long,2025-09-25 22:28,Long,3733.475,3.33,12432.47175,3.86,0.03,3.88,0.03,-0.6,0.00,2461.6,24.62
16222,Exit long,2025-09-25 22:37,Exit,3734.02,3.33,12433.93695,0.32,0.00,1.1,0.01,-5.04,-0.04,2461.91,24.62
16222,Entry long,2025-09-25 22:33,Long,3733.915,3.33,12433.93695,0.32,0.00,1.1,0.01,-5.04,-0.04,2461.91,24.62
16223,Exit long,2025-09-25 22:39,Exit,3734.58,3.33,12432.6549,3.46,0.03,3.51,0.03,-1.08,-0.01,2465.38,24.65
16223,Entry long,2025-09-25 22:38,Long,3733.53,3.33,12432.6549,3.46,0.03,3.51,0.03,-1.08,-0.01,2465.38,24.65
16224,Exit long,2025-09-25 22:54,Exit,3741.195,3.33,12452.8014,5.34,0.04,5.44,0.04,-8.06,-0.06,2470.72,24.71
16224,Entry long,2025-09-25 22:51,Long,3739.58,3.33,12452.8014,5.34,0.04,5.44,0.04,-8.06,-0.06,2470.72,24.71
16225,Exit long,2025-09-25 22:58,Exit,3740.605,3.33,12453.88365,2.3,0.02,5.31,0.04,-5.66,-0.05,2473.02,24.73
16225,Entry long,2025-09-25 22:55,Long,3739.905,3.33,12453.88365,2.3,0.02,5.31,0.04,-5.66,-0.05,2473.02,24.73
16226,Exit long,2025-09-25 23:07,Exit,3740.595,3.33,12454.5996,1.55,0.01,2.9,0.02,-5.38,-0.04,2474.57,24.75
16226,Entry long,2025-09-25 23:03,Long,3740.12,3.33,12454.5996,1.55,0.01,2.9,0.02,-5.38,-0.04,2474.57,24.75
16227,Exit long,2025-09-25 23:11,Exit,3740.065,3.33,12450.72015,3.66,0.03,4.1,0.03,-2.05,-0.02,2478.23,24.78
16227,Entry long,2025-09-25 23:08,Long,3738.955,3.33,12450.72015,3.66,0.03,4.1,0.03,-2.05,-0.02,2478.23,24.78
16228,Exit long,2025-09-25 23:25,Exit,3740.43,3.33,12453.9003,1.7,0.01,3.53,0.03,-2.35,-0.02,2479.93,24.80
16228,Entry long,2025-09-25 23:19,Long,3739.91,3.33,12453.9003,1.7,0.01,3.53,0.03,-2.35,-0.02,2479.93,24.80
16229,Exit long,2025-09-25 23:46,Exit,3740.255,3.33,12461.94225,-6.93,-0.06,2.15,0.02,-18.55,-0.15,2473,24.73
16229,Entry long,2025-09-25 23:34,Long,3742.325,3.33,12461.94225,-6.93,-0.06,2.15,0.02,-18.55,-0.15,2473,24.73
16230,Exit long,2025-09-26 00:21,Exit,3757.05,3.32,12466.849,6.52,0.05,7.24,0.06,-6.19,-0.05,2479.53,24.80
16230,Entry long,2025-09-26 00:16,Long,3755.075,3.32,12466.849,6.52,0.05,7.24,0.06,-6.19,-0.05,2479.53,24.80
16231,Exit long,2025-09-26 00:34,Exit,3755.095,3.32,12470.1192,-3.24,-0.03,2.41,0.02,-14.96,-0.12,2476.29,24.76
16231,Entry long,2025-09-26 00:28,Long,3756.06,3.32,12470.1192,-3.24,-0.03,2.41,0.02,-14.96,-0.12,2476.29,24.76
16232,Exit long,2025-09-26 00:36,Exit,3754.785,3.32,12465.7368,0.12,0.00,4.37,0.04,-0.18,0.00,2476.41,24.76
16232,Entry long,2025-09-26 00:35,Long,3754.74,3.32,12465.7368,0.12,0.00,4.37,0.04,-0.18,0.00,2476.41,24.76
16233,Exit long,2025-09-26 00:38,Exit,3755.455,3.32,12463.695,4.38,0.04,4.4,0.04,-1.38,-0.01,2480.79,24.81
16233,Entry long,2025-09-26 00:37,Long,3754.125,3.32,12463.695,4.38,0.04,4.4,0.04,-1.38,-0.01,2480.79,24.81
16234,Exit long,2025-09-26 00:45,Exit,3755.31,3.32,12465.7534,1.84,0.01,2.16,0.02,-1.29,-0.01,2482.63,24.83
16234,Entry long,2025-09-26 00:42,Long,3754.745,3.32,12465.7534,1.84,0.01,2.16,0.02,-1.29,-0.01,2482.63,24.83
16235,Exit long,2025-09-26 01:01,Exit,3752.29,3.32,12466.2514,-8.68,-0.07,0.22,0.00,-12.93,-0.10,2473.95,24.74
16235,Entry long,2025-09-26 00:47,Long,3754.895,3.32,12466.2514,-8.68,-0.07,0.22,0.00,-12.93,-0.10,2473.95,24.74
16236,Exit long,2025-09-26 01:15,Exit,3747.58,3.32,12452.158,-10.23,-0.08,2.19,0.02,-19.49,-0.16,2463.72,24.64
16236,Entry long,2025-09-26 01:02,Long,3750.65,3.32,12452.158,-10.23,-0.08,2.19,0.02,-19.49,-0.16,2463.72,24.64
16237,Exit long,2025-09-26 01:31,Exit,3747.65,3.32,12442.9782,-0.81,-0.01,0.25,0.00,-6.52,-0.05,2462.91,24.63
16237,Entry long,2025-09-26 01:22,Long,3747.885,3.32,12442.9782,-0.81,-0.01,0.25,0.00,-6.52,-0.05,2462.91,24.63
16238,Exit long,2025-09-26 01:42,Exit,3749.09,3.32,12443.9908,2.95,0.02,3.72,0.03,-0.53,0.00,2465.86,24.66
16238,Entry long,2025-09-26 01:40,Long,3748.19,3.32,12443.9908,2.95,0.02,3.72,0.03,-0.53,0.00,2465.86,24.66
16239,Exit long,2025-09-26 01:51,Exit,3749.985,3.32,12447.8752,2.04,0.02,2.41,0.02,-0.76,-0.01,2467.91,24.68
16239,Entry long,2025-09-26 01:50,Long,3749.36,3.32,12447.8752,2.04,0.02,2.41,0.02,-0.76,-0.01,2467.91,24.68
16240,Exit long,2025-09-26 01:57,Exit,3749.525,3.32,12448.2072,0.18,0.00,0.58,0.00,-4.35,-0.03,2468.09,24.68
16240,Entry long,2025-09-26 01:52,Long,3749.46,3.32,12448.2072,0.18,0.00,0.58,0.00,-4.35,-0.03,2468.09,24.68
16241,Exit long,2025-09-26 02:01,Exit,3749.45,3.32,12447.095,1.05,0.01,1.49,0.01,-1.86,-0.01,2469.13,24.69
16241,Entry long,2025-09-26 01:58,Long,3749.125,3.32,12447.095,1.05,0.01,1.49,0.01,-1.86,-0.01,2469.13,24.69
16242,Exit long,2025-09-26 03:44,Exit,3746.83,3.32,12454.4322,-14.99,-0.12,0.3,0.00,-16.4,-0.13,2454.15,24.54
16242,Entry long,2025-09-26 02:23,Long,3751.335,3.32,12454.4322,-14.99,-0.12,0.3,0.00,-16.4,-0.13,2454.15,24.54
16243,Exit long,2025-09-26 06:34,Exit,3749.33,3.32,12444.937,2.81,0.02,6.09,0.05,-0.02,0.00,2456.95,24.57
16243,Entry long,2025-09-26 06:33,Long,3748.475,3.32,12444.937,2.81,0.02,6.09,0.05,-0.02,0.00,2456.95,24.57
16244,Exit long,2025-09-26 06:59,Exit,3741.31,3.32,12450.9628,-29.85,-0.24,0.35,0.00,-38.79,-0.31,2427.1,24.27
16244,Entry long,2025-09-26 06:39,Long,3750.29,3.32,12450.9628,-29.85,-0.24,0.35,0.00,-38.79,-0.31,2427.1,24.27
16245,Exit long,2025-09-26 09:23,Exit,3745.38,3.31,12396.5127,0.66,0.01,0.99,0.01,-1.22,-0.01,2427.77,24.28
16245,Entry long,2025-09-26 09:21,Long,3745.17,3.31,12396.5127,0.66,0.01,0.99,0.01,-1.22,-0.01,2427.77,24.28
16246,Exit long,2025-09-26 09:25,Exit,3745.555,3.31,12395.9831,1.77,0.01,1.79,0.01,-0.02,0.00,2429.54,24.30
16246,Entry long,2025-09-26 09:24,Long,3745.01,3.31,12395.9831,1.77,0.01,1.79,0.01,-0.02,0.00,2429.54,24.30
16247,Exit long,2025-09-26 09:32,Exit,3745.57,3.31,12396.29755,1.51,0.01,1.56,0.01,-0.02,0.00,2431.04,24.31
16247,Entry long,2025-09-26 09:31,Long,3745.105,3.31,12396.29755,1.51,0.01,1.56,0.01,-0.02,0.00,2431.04,24.31
16248,Exit long,2025-09-26 09:37,Exit,3745.72,3.31,12397.8698,0.43,0.00,0.6,0.00,-2,-0.02,2431.47,24.31
16248,Entry long,2025-09-26 09:34,Long,3745.58,3.31,12397.8698,0.43,0.00,0.6,0.00,-2,-0.02,2431.47,24.31
16249,Exit long,2025-09-26 09:54,Exit,3746.49,3.31,12400.33575,0.51,0.00,0.78,0.01,-3.01,-0.02,2431.99,24.32
16249,Entry long,2025-09-26 09:51,Long,3746.325,3.31,12400.33575,0.51,0.00,0.78,0.01,-3.01,-0.02,2431.99,24.32
16250,Exit long,2025-09-26 09:56,Exit,3746.53,3.31,12401.13015,-0.15,0.00,1.41,0.01,-0.13,0.00,2431.84,24.32
16250,Entry long,2025-09-26 09:55,Long,3746.565,3.31,12401.13015,-0.15,0.00,1.41,0.01,-0.13,0.00,2431.84,24.32
16251,Exit long,2025-09-26 10:02,Exit,3746.145,3.31,12397.936,1.77,0.01,1.79,0.01,-3,-0.02,2433.61,24.34
16251,Entry long,2025-09-26 09:58,Long,3745.6,3.31,12397.936,1.77,0.01,1.79,0.01,-3,-0.02,2433.61,24.34
16252,Exit long,2025-09-26 10:04,Exit,3746.1,3.31,12399.14415,0.41,0.00,3.72,0.03,-0.15,0.00,2434.02,24.34
16252,Entry long,2025-09-26 10:03,Long,3745.965,3.31,12399.14415,0.41,0.00,3.72,0.03,-0.15,0.00,2434.02,24.34
16253,Exit long,2025-09-26 10:09,Exit,3745.96,3.31,12398.3001,0.79,0.01,0.81,0.01,-2.66,-0.02,2434.82,24.35
16253,Entry long,2025-09-26 10:05,Long,3745.71,3.31,12398.3001,0.79,0.01,0.81,0.01,-2.66,-0.02,2434.82,24.35
16254,Exit long,2025-09-26 10:13,Exit,3745.79,3.31,12397.75395,0.78,0.01,0.79,0.01,-1.57,-0.01,2435.59,24.36
16254,Entry long,2025-09-26 10:12,Long,3745.545,3.31,12397.75395,0.78,0.01,0.79,0.01,-1.57,-0.01,2435.59,24.36
16255,Exit long,2025-09-26 10:18,Exit,3745.67,3.32,12435.3588,0.23,0.00,0.48,0.00,-2.41,-0.02,2435.83,24.36
16255,Entry long,2025-09-26 10:14,Long,3745.59,3.32,12435.3588,0.23,0.00,0.48,0.00,-2.41,-0.02,2435.83,24.36
16256,Exit long,2025-09-26 10:39,Exit,3746.77,3.31,12402.05695,-0.28,0.00,0.45,0.00,-4.32,-0.03,2435.55,24.36
16256,Entry long,2025-09-26 10:32,Long,3746.845,3.31,12402.05695,-0.28,0.00,0.45,0.00,-4.32,-0.03,2435.55,24.36
16257,Exit long,2025-09-26 10:52,Exit,3745.375,3.31,12400.1206,-2.96,-0.02,0.1,0.00,-5.36,-0.04,2432.58,24.33
16257,Entry long,2025-09-26 10:41,Long,3746.26,3.31,12400.1206,-2.96,-0.02,0.1,0.00,-5.36,-0.04,2432.58,24.33
16258,Exit long,2025-09-26 11:06,Exit,3747.195,3.31,12398.4987,4.68,0.04,4.97,0.04,-1.85,-0.01,2437.27,24.37
16258,Entry long,2025-09-26 11:01,Long,3745.77,3.31,12398.4987,4.68,0.04,4.97,0.04,-1.85,-0.01,2437.27,24.37
16259,Exit long,2025-09-26 11:33,Exit,3743.86,3.31,12405.7807,-13.64,-0.11,0.63,0.01,-21.71,-0.18,2423.63,24.24
16259,Entry long,2025-09-26 11:16,Long,3747.97,3.31,12405.7807,-13.64,-0.11,0.63,0.01,-21.71,-0.18,2423.63,24.24
16260,Exit long,2025-09-26 11:57,Exit,3752.01,3.31,12417.68015,1.44,0.01,1.94,0.02,-3.81,-0.03,2425.07,24.25
16260,Entry long,2025-09-26 11:52,Long,3751.565,3.31,12417.68015,1.44,0.01,1.94,0.02,-3.81,-0.03,2425.07,24.25
16261,Exit long,2025-09-26 12:00,Exit,3751.78,3.31,12415.3466,3.01,0.02,3.49,0.03,-1.75,-0.01,2428.08,24.28
16261,Entry long,2025-09-26 11:59,Long,3750.86,3.31,12415.3466,3.01,0.02,3.49,0.03,-1.75,-0.01,2428.08,24.28
16262,Exit long,2025-09-26 12:02,Exit,3751.385,3.31,12416.1079,0.94,0.01,1.32,0.01,-2.15,-0.02,2429.02,24.29
16262,Entry long,2025-09-26 12:01,Long,3751.09,3.31,12416.1079,0.94,0.01,1.32,0.01,-2.15,-0.02,2429.02,24.29
16263,Exit long,2025-09-26 12:04,Exit,3751.6,3.31,12415.2804,2.48,0.02,3,0.02,-2.53,-0.02,2431.51,24.32
16263,Entry long,2025-09-26 12:03,Long,3750.84,3.31,12415.2804,2.48,0.02,3,0.02,-2.53,-0.02,2431.51,24.32
16264,Exit long,2025-09-26 12:21,Exit,3746.24,3.31,12410.3485,-10.33,-0.08,6.93,0.06,-17.36,-0.14,2421.18,24.21
16264,Entry long,2025-09-26 12:08,Long,3749.35,3.31,12410.3485,-10.33,-0.08,6.93,0.06,-17.36,-0.14,2421.18,24.21
16265,Exit long,2025-09-26 13:25,Exit,3748.365,3.31,12404.3574,2.7,0.02,2.96,0.02,-1.99,-0.02,2423.88,24.24
16265,Entry long,2025-09-26 13:20,Long,3747.54,3.31,12404.3574,2.7,0.02,2.96,0.02,-1.99,-0.02,2423.88,24.24
16266,Exit long,2025-09-26 13:31,Exit,3748.89,3.31,12406.32685,2.47,0.02,3.14,0.03,-0.66,-0.01,2426.34,24.26
16266,Entry long,2025-09-26 13:30,Long,3748.135,3.31,12406.32685,2.47,0.02,3.14,0.03,-0.66,-0.01,2426.34,24.26
16267,Exit long,2025-09-26 13:34,Exit,3749.145,3.31,12405.9462,3.69,0.03,4.58,0.04,-2.58,-0.02,2430.03,24.30
16267,Entry long,2025-09-26 13:32,Long,3748.02,3.31,12405.9462,3.69,0.03,4.58,0.04,-2.58,-0.02,2430.03,24.30
16268,Exit long,2025-09-26 13:48,Exit,3750.025,3.31,12412.58275,-0.03,0.00,0.86,0.01,-9.2,-0.07,2430,24.30
16268,Entry long,2025-09-26 13:41,Long,3750.025,3.31,12412.58275,-0.03,0.00,0.86,0.01,-9.2,-0.07,2430,24.30
16269,Exit long,2025-09-26 14:01,Exit,3751.8,3.31,12416.6375,1.79,0.01,2.47,0.02,-2.75,-0.02,2431.79,24.32
16269,Entry long,2025-09-26 13:57,Long,3751.25,3.31,12416.6375,1.79,0.01,2.47,0.02,-2.75,-0.02,2431.79,24.32
16270,Exit long,2025-09-26 14:23,Exit,3753.26,3.31,12422.31415,0.94,0.01,2.57,0.02,-4.47,-0.04,2432.73,24.33
16270,Entry long,2025-09-26 14:16,Long,3752.965,3.31,12422.31415,0.94,0.01,2.57,0.02,-4.47,-0.04,2432.73,24.33
16271,Exit long,2025-09-26 14:33,Exit,3753.62,3.31,12422.761,1.69,0.01,2.12,0.02,-2.07,-0.02,2434.42,24.34
16271,Entry long,2025-09-26 14:29,Long,3753.1,3.31,12422.761,1.69,0.01,2.12,0.02,-2.07,-0.02,2434.42,24.34
16272,Exit long,2025-09-26 14:54,Exit,3750.14,3.31,12423.00925,-10.08,-0.08,0.88,0.01,-16.58,-0.13,2424.34,24.24
16272,Entry long,2025-09-26 14:38,Long,3753.175,3.31,12423.00925,-10.08,-0.08,0.88,0.01,-16.58,-0.13,2424.34,24.24
16273,Exit long,2025-09-26 16:26,Exit,3745.345,3.31,12424.0188,-26.96,-0.22,0.56,0.00,-34.85,-0.28,2397.38,23.97
16273,Entry long,2025-09-26 15:41,Long,3753.48,3.31,12424.0188,-26.96,-0.22,0.56,0.00,-34.85,-0.28,2397.38,23.97
16274,Exit long,2025-09-26 17:05,Exit,3751.17,3.3,12378.9435,-0.12,0.00,0.3,0.00,-2.39,-0.02,2397.27,23.97
16274,Entry long,2025-09-26 17:04,Long,3751.195,3.3,12378.9435,-0.12,0.00,0.3,0.00,-2.39,-0.02,2397.27,23.97
16275,Exit long,2025-09-26 17:20,Exit,3752.42,3.3,12381.534,1.42,0.01,1.83,0.01,-5.03,-0.04,2398.68,23.99
16275,Entry long,2025-09-26 17:13,Long,3751.98,3.3,12381.534,1.42,0.01,1.83,0.01,-5.03,-0.04,2398.68,23.99
16276,Exit long,2025-09-26 17:34,Exit,3750.04,3.3,12378.8445,-3.75,-0.03,2.16,0.02,-8.96,-0.07,2394.94,23.95
16276,Entry long,2025-09-26 17:22,Long,3751.165,3.3,12378.8445,-3.75,-0.03,2.16,0.02,-8.96,-0.07,2394.94,23.95
16277,Exit long,2025-09-26 17:44,Exit,3752.01,3.3,12378.8445,2.76,0.02,2.89,0.02,-0.66,-0.01,2397.69,23.98
16277,Entry long,2025-09-26 17:43,Long,3751.165,3.3,12378.8445,2.76,0.02,2.89,0.02,-0.66,-0.01,2397.69,23.98
16278,Exit long,2025-09-26 17:50,Exit,3751.83,3.3,12379.653,1.35,0.01,1.65,0.01,-0.51,0.00,2399.05,23.99
16278,Entry long,2025-09-26 17:47,Long,3751.41,3.3,12379.653,1.35,0.01,1.65,0.01,-0.51,0.00,2399.05,23.99
16279,Exit long,2025-09-26 17:56,Exit,3751.485,3.3,12376.8645,3,0.02,5.63,0.05,-2.8,-0.02,2402.05,24.02
16279,Entry long,2025-09-26 17:51,Long,3750.565,3.3,12376.8645,3,0.02,5.63,0.05,-2.8,-0.02,2402.05,24.02
16280,Exit long,2025-09-26 18:01,Exit,3752.62,3.3,12377.508,6.11,0.05,6.12,0.05,-13.98,-0.11,2408.16,24.08
16280,Entry long,2025-09-26 17:58,Long,3750.76,3.3,12377.508,6.11,0.05,6.12,0.05,-13.98,-0.11,2408.16,24.08
16281,Exit long,2025-09-26 18:05,Exit,3753.985,3.3,12379.653,8.46,0.07,10.3,0.08,-0.02,0.00,2416.62,24.17
16281,Entry long,2025-09-26 18:04,Long,3751.41,3.3,12379.653,8.46,0.07,10.3,0.08,-0.02,0.00,2416.62,24.17
16282,Exit long,2025-09-26 18:16,Exit,3752.37,3.3,12384.6195,-1.83,-0.01,2.08,0.02,-14.34,-0.12,2414.79,24.15
16282,Entry long,2025-09-26 18:09,Long,3752.915,3.3,12384.6195,-1.83,-0.01,2.08,0.02,-14.34,-0.12,2414.79,24.15
16283,Exit long,2025-09-26 18:31,Exit,3753.12,3.3,12381.006,4.26,0.03,8.43,0.07,-2.52,-0.02,2419.05,24.19
16283,Entry long,2025-09-26 18:23,Long,3751.82,3.3,12381.006,4.26,0.03,8.43,0.07,-2.52,-0.02,2419.05,24.19
16284,Exit long,2025-09-26 18:33,Exit,3753.595,3.3,12382.392,4.44,0.04,6.8,0.05,-0.02,0.00,2423.48,24.23
16284,Entry long,2025-09-26 18:32,Long,3752.24,3.3,12382.392,4.44,0.04,6.8,0.05,-0.02,0.00,2423.48,24.23
16285,Exit long,2025-09-26 19:00,Exit,3757.805,3.3,12419.2035,-18.48,-0.15,1.01,0.01,-29.52,-0.24,2405,24.05
16285,Entry long,2025-09-26 18:48,Long,3763.395,3.3,12419.2035,-18.48,-0.15,1.01,0.01,-29.52,-0.24,2405,24.05
16286,Exit long,2025-09-26 19:05,Exit,3757.095,3.3,12397.836,0.54,0.00,1.8,0.01,-15.43,-0.12,2405.55,24.06
16286,Entry long,2025-09-26 19:01,Long,3756.92,3.3,12397.836,0.54,0.00,1.8,0.01,-15.43,-0.12,2405.55,24.06
16287,Exit long,2025-09-26 19:13,Exit,3757.69,3.3,12393.2985,7.05,0.06,8.27,0.07,-6.83,-0.06,2412.59,24.13
16287,Entry long,2025-09-26 19:08,Long,3755.545,3.3,12393.2985,7.05,0.06,8.27,0.07,-6.83,-0.06,2412.59,24.13
16288,Exit long,2025-09-26 19:28,Exit,3761.78,3.3,12408.429,5.41,0.04,5.58,0.04,-7.99,-0.06,2418.01,24.18
16288,Entry long,2025-09-26 19:26,Long,3760.13,3.3,12408.429,5.41,0.04,5.58,0.04,-7.99,-0.06,2418.01,24.18
16289,Exit long,2025-09-26 20:03,Exit,3780.525,3.28,12394.1196,5.97,0.05,6.9,0.06,-7,-0.06,2423.98,24.24
